Accepts Bitcoin,Accepts Credit Cards,Alcohol,Ambience,Attire,Best Nights,Bike Parking,Caters,Coat Check,Cuisine,Delivery,Dogs Allowed,Drive-Thru,Good For,Good For Dancing,Good for Groups,Good for Kids,Good for Working,Happy Hour,Has Pool Table,Has TV,Music,Noise Level,Outdoor Seating,Parking,Price range,Rating,Review Counts,Smoking,Take-out,Takes Reservations,Waiter Service,Wheelchair Accessible,Wi-Fi,Neighborhood1,Neighborhood2,Neighborhood3
No,Yes,No,Divey,Casual,Wed,No,Yes,No,Delis,Yes,No,No,Lunch,No,Yes,No,,Yes,No,No,Background,Quiet,Yes,Street,$31-60 and Moderate,3,1,No,Yes,Yes,No,Yes,No,Hell's Kitchen,,
No,Yes,No,Divey,Casual,Wed,No,Yes,No,Mexican,Yes,No,No,Lunch,No,Yes,No,,Yes,No,No,Background,Quiet,Yes,Street,Above $61 and Pricey,2,1,No,Yes,Yes,No,Yes,No,Hell's Kitchen,Midtown West,
No,Yes,No,Divey,Casual,Wed,No,Yes,Yes,Restaurants;Lounges,Yes,No,No,Lunch,No,Yes,No,,Yes,No,No,Background,Quiet,Yes,Street,Above $61 and Pricey,,37,No,Yes,Yes,No,Yes,No,Hell's Kitchen,Midtown West,
No,Yes,Full Bar,Divey,Casual,Wed,No,Yes,Yes,American (Traditional),No,No,No,Lunch,No,Yes,No,,Yes,No,No,Background,Very Loud,No,Street,$11-30 and Inexpensive,1.5,26,No,Yes,Yes,No,Yes,Free,Hell's Kitchen,Midtown West,
No,Yes,Full Bar,Divey,Casual,Wed,No,Yes,Yes,Sushi Bars,No,No,No,Lunch,No,Yes,No,,Yes,No,No,Background,Very Loud,No,Street,$11-30 and Inexpensive,3,7,No,Yes,Yes,No,Yes,Free,Theater District,Hell's Kitchen,Midtown West
No,Yes,No,Divey,Casual,Wed,No,No,Yes,Pizza,Yes,No,No,Lunch,No,No,Yes,,Yes,No,No,Background,Very Loud,No,Street,$11-30 and Inexpensive,,139,No,Yes,No,No,No,Free,Hell's Kitchen,Midtown West,
No,Yes,No,Divey,Casual,Wed,No,No,Yes,Restaurants,Yes,No,No,Lunch,No,No,Yes,,Yes,No,No,Background,Very Loud,No,Street,$11-30 and Inexpensive,,0,No,Yes,No,No,No,Free,Hell's Kitchen,Midtown West,
No,Yes,Beer & Wine Only,Intimate,Casual,Mon,Yes,No,No,Wine Bars,Yes,No,No,Lunch,No,No,Yes,,No,No,No,Background,Quiet,No,Street,$31-60 and Moderate,4.5,94,No,Yes,No,No,No,Free,Hell's Kitchen,Midtown West,
No,Yes,Beer & Wine Only,Intimate,Casual,Mon,Yes,No,No,Fast Food,Yes,No,No,Lunch,No,No,Yes,,No,No,No,Background,Quiet,No,Street,$31-60 and Moderate,,814,No,Yes,No,No,No,Free,Hell's Kitchen,,
No,Yes,Beer & Wine Only,Intimate,Casual,Mon,Yes,No,No,Souvenir Shops;Bagels;Cafes,Yes,No,No,Lunch,No,No,Yes,,No,No,No,Background,Quiet,No,Street,$31-60 and Moderate,,0,No,Yes,No,No,No,Free,Theater District,Hell's Kitchen,Midtown West
No,Yes,Beer & Wine Only,Intimate,Casual,Mon,Yes,No,No,Delis,Yes,No,No,Lunch,No,No,Yes,,No,No,No,Background,Quiet,No,Street,$31-60 and Moderate,3,5,No,Yes,No,No,No,Free,Theater District,Hell's Kitchen,Midtown West
No,Yes,Beer & Wine Only,Intimate,Casual,Mon,Yes,No,No,Comfort Food;American (Traditional),Yes,No,No,Lunch,No,No,Yes,,No,No,No,Background,Quiet,No,Street,$31-60 and Moderate,,33,No,Yes,No,No,No,Free,Hell's Kitchen,Midtown West,
No,Yes,Beer & Wine Only,Intimate,Casual,Mon,Yes,No,No,Sandwiches;Fast Food,Yes,No,No,Lunch,No,No,Yes,,No,No,No,Background,Quiet,No,Street,$31-60 and Moderate,,0,No,Yes,No,No,No,Free,Hell's Kitchen,Midtown West,
No,Yes,No,Intimate,Casual,Mon,Yes,Yes,No,Fast Food;Sandwiches,No,No,No,Lunch,No,Yes,Yes,,No,No,No,Background,Quiet,No,Street,Under $10,2.5,14,No,Yes,No,No,Yes,No,Hell's Kitchen,Midtown West,
No,Yes,No,Intimate,Casual,Mon,Yes,No,No,Fast Food;Burgers,No,No,No,Lunch,No,Yes,Yes,,No,No,No,Background,Average,No,Street,Under $10,2.5,42,No,Yes,No,No,Yes,Free,Hell's Kitchen,,
No,Yes,No,Intimate,Casual,Mon,Yes,No,No,American (New),No,No,No,Lunch,No,Yes,Yes,,No,No,No,Background,Average,No,Street,Under $10,2,1,No,Yes,No,No,Yes,Free,Theater District,Hell's Kitchen,Midtown West
No,Yes,No,Intimate,Casual,Mon,Yes,No,No,Cafes;Coffee & Tea,No,No,No,Lunch,No,Yes,Yes,,No,No,No,Background,Average,No,Street,Under $10,5,1,No,Yes,No,No,Yes,Free,Theater District,Hell's Kitchen,Midtown West
No,Yes,No,Intimate,Casual,Mon,Yes,No,No,Chicken Wings,No,No,No,Lunch,No,Yes,Yes,,No,No,No,Background,Average,No,Street,Under $10,,93,No,Yes,No,No,Yes,Free,Hell's Kitchen,Midtown West,
No,Yes,Full Bar,Intimate,Casual,Mon,Yes,Yes,No,Restaurants,Yes,No,No,Lunch,No,Yes,Yes,,No,No,Yes,Background,Average,No,Street,Under $10,1,1,No,Yes,Yes,Yes,Yes,Free,Theater District,Hell's Kitchen,Midtown West
No,Yes,No,Intimate,Casual,Mon,Yes,Yes,No,Fast Food;Sandwiches,No,No,No,Lunch,No,No,Yes,,No,No,No,Background,Average,No,Street,Under $10,2.5,3,No,Yes,No,No,Yes,Free,Hell's Kitchen,Midtown West,
No,Yes,Beer & Wine Only,Intimate,Casual,Mon,Yes,Yes,No,Japanese;Sushi Bars,Yes,No,No,Lunch,No,No,No,,No,No,No,Background,Average,No,Street,$11-30 and Inexpensive,2,10,No,Yes,No,Yes,Yes,Free,Theater District,Hell's Kitchen,Midtown West
No,Yes,Beer & Wine Only,Intimate,Casual,Mon,Yes,Yes,No,Pizza,Yes,No,No,Lunch,No,No,No,,No,No,No,Background,Average,No,Street,$11-30 and Inexpensive,,29,No,Yes,No,Yes,Yes,Free,Theater District,,
No,Yes,Full Bar,Intimate,Casual,Mon,No,Yes,No,Seafood;Wine Bars;Pizza,No,No,No,Lunch,No,Yes,Yes,,No,No,No,Background,Average,No,Street,Above $61 and Pricey,4,6,No,Yes,Yes,Yes,Yes,Free,Hell's Kitchen,Midtown West,
No,Yes,Full Bar,Intimate,Casual,Mon,No,Yes,No,Restaurants,No,No,No,Lunch,No,Yes,Yes,,No,No,No,Background,Average,No,Street,Above $61 and Pricey,,62,No,Yes,Yes,Yes,Yes,Free,Hell's Kitchen,Midtown West,
No,Yes,Full Bar,Intimate,Casual,Mon,No,Yes,No,Festivals;Local Flavor;Peruvian,No,No,No,Lunch,No,Yes,Yes,,No,No,No,Background,Average,No,Street,Above $61 and Pricey,,0,No,Yes,No,Yes,Yes,Free,Theater District,Hell's Kitchen,Midtown West
No,Yes,Full Bar,Intimate,Casual,Mon,No,Yes,No,Indian,No,No,No,Lunch,No,Yes,Yes,,No,No,No,Background,Average,No,Street,Above $61 and Pricey,,22,No,Yes,No,Yes,Yes,Free,Hell's Kitchen,Midtown West,
No,Yes,Full Bar,Intimate,Casual,Mon,No,Yes,No,Sandwiches;Fast Food,No,No,No,Lunch,No,Yes,Yes,,No,No,No,Background,Average,No,Street,Above $61 and Pricey,,0,No,Yes,No,Yes,Yes,Free,Theater District,Hell's Kitchen,Midtown West
No,Yes,Full Bar,Intimate,Casual,Mon,No,Yes,No,Cafes,No,No,No,Lunch,No,Yes,Yes,,No,No,No,Background,Average,No,Street,Above $61 and Pricey,,262,No,Yes,No,Yes,Yes,Free,Hell's Kitchen,Midtown West,
No,Yes,Full Bar,Intimate,Casual,Mon,No,Yes,No,Barbeque,No,No,No,Lunch,No,Yes,Yes,,No,No,No,Background,Average,No,Street,Above $61 and Pricey,,512,No,Yes,No,Yes,Yes,Free,Theater District,Hell's Kitchen,Midtown West
No,Yes,Full Bar,Intimate,Casual,Mon,No,Yes,No,Delis,No,No,No,Lunch,No,Yes,Yes,,No,No,No,Background,Average,No,Street,Above $61 and Pricey,3,1,No,Yes,No,Yes,Yes,Free,Theater District,Hell's Kitchen,Midtown West
No,Yes,Full Bar,Intimate,Casual,Mon,No,Yes,No,Mexican,No,No,No,Lunch,No,Yes,Yes,,No,No,No,Background,Average,No,Street,Above $61 and Pricey,1,3,No,Yes,No,Yes,Yes,Free,Theater District,Hell's Kitchen,Midtown West
No,Yes,Full Bar,Intimate,Casual,Mon,No,Yes,No,Thai,No,No,No,Lunch,No,Yes,Yes,,No,No,No,Background,Average,No,Street,Above $61 and Pricey,,293,No,Yes,No,Yes,Yes,Free,Hell's Kitchen,Midtown West,
No,Yes,Full Bar,Intimate,Casual,Mon,No,Yes,No,Mexican,No,No,No,Lunch,No,Yes,Yes,,No,No,No,Background,Average,No,Street,Above $61 and Pricey,,109,No,Yes,No,Yes,Yes,Free,Theater District,Hell's Kitchen,Midtown West
No,Yes,Full Bar,Intimate,Casual,Mon,No,Yes,No,Food Stands,No,No,No,Lunch,No,Yes,Yes,,No,No,No,Background,Average,No,Street,Above $61 and Pricey,3,1,No,Yes,No,Yes,Yes,Free,Theater District,,
No,Yes,Full Bar,Intimate,Casual,Mon,No,Yes,No,Restaurants,No,No,No,Lunch,No,Yes,Yes,,No,No,No,Background,Average,No,Street,Above $61 and Pricey,,101,No,Yes,No,Yes,Yes,Free,Hell's Kitchen,Midtown West,
No,Yes,Full Bar,Intimate,Casual,Mon,No,Yes,No,Asian Fusion,No,No,No,Lunch,No,Yes,Yes,,No,No,No,Background,Average,No,Street,Above $61 and Pricey,,0,No,Yes,No,Yes,Yes,Free,Hell's Kitchen,Midtown West,
No,Yes,Full Bar,Intimate,Casual,Mon,No,Yes,No,Pizza,No,No,No,Lunch,No,Yes,Yes,,No,No,No,Background,Average,No,Street,Above $61 and Pricey,,0,No,Yes,No,Yes,Yes,Free,Hell's Kitchen,Midtown West,
No,Yes,Full Bar,Intimate,Casual,Mon,No,Yes,No,Delis,No,No,No,Lunch,No,Yes,Yes,,No,No,No,Background,Average,No,Street,Above $61 and Pricey,,82,No,Yes,No,Yes,Yes,Free,Theater District,Hell's Kitchen,Midtown West
No,Yes,Full Bar,Intimate,Casual,Mon,No,Yes,No,Pizza,No,No,No,Lunch,No,Yes,Yes,,No,No,No,Background,Average,No,Street,Above $61 and Pricey,4,1,No,Yes,No,Yes,Yes,Free,Hell's Kitchen,Midtown West,
No,Yes,Full Bar,Intimate,Casual,Mon,No,Yes,No,Sandwiches;Fast Food,No,No,No,Lunch,No,Yes,Yes,,No,No,No,Background,Average,No,Street,Above $61 and Pricey,,0,No,Yes,No,Yes,Yes,Free,Hell's Kitchen,,
No,Yes,Full Bar,Intimate,Casual,Mon,No,Yes,No,Seafood;Seafood Markets,No,No,No,Lunch,No,Yes,Yes,,No,No,No,Background,Average,No,Street,Above $61 and Pricey,,40,No,Yes,No,Yes,Yes,Free,Theater District,Hell's Kitchen,Midtown West
No,Yes,Full Bar,Intimate,Casual,Mon,No,Yes,No,Mexican,No,No,No,Lunch,No,Yes,Yes,,No,No,No,Background,Average,No,Street,Above $61 and Pricey,,0,No,Yes,No,Yes,Yes,Free,Hell's Kitchen,Chelsea,Midtown West
No,Yes,Full Bar,Intimate,Casual,Mon,No,Yes,No,Cajun/Creole,No,No,No,Lunch,No,Yes,Yes,,No,No,No,Background,Average,No,Street,Above $61 and Pricey,,134,No,Yes,No,Yes,Yes,Free,Hell's Kitchen,Midtown West,
No,Yes,Full Bar,Intimate,Casual,Mon,No,Yes,No,Restaurants,No,No,No,Lunch,No,Yes,Yes,,No,No,No,Background,Average,No,Street,Above $61 and Pricey,,0,No,Yes,No,Yes,Yes,Free,Hell's Kitchen,Chelsea,Midtown West
No,Yes,Full Bar,Intimate,Casual,Mon,No,Yes,No,Restaurants,No,No,No,Lunch,No,Yes,Yes,,No,No,No,Background,Average,No,Street,Above $61 and Pricey,,0,No,Yes,No,Yes,Yes,Free,Hell's Kitchen,Midtown West,
No,Yes,Full Bar,Intimate,Casual,Mon,No,Yes,No,Sandwiches,No,No,No,Lunch,No,Yes,Yes,,No,No,No,Background,Average,No,Street,Above $61 and Pricey,,0,No,Yes,No,Yes,Yes,Free,Theater District,Hell's Kitchen,Midtown West
No,Yes,Full Bar,Intimate,Casual,Mon,No,Yes,No,Delis,No,No,No,Lunch,No,Yes,Yes,,No,No,No,Background,Average,No,Street,Above $61 and Pricey,,384,No,Yes,No,Yes,Yes,Free,Hell's Kitchen,Midtown West,
No,Yes,Full Bar,Intimate,Casual,Mon,No,Yes,No,Mexican,No,No,No,Lunch,No,Yes,Yes,,No,No,No,Background,Average,No,Street,Above $61 and Pricey,,0,No,Yes,No,Yes,Yes,Free,Theater District,Hell's Kitchen,Midtown West
No,Yes,Full Bar,Intimate,Casual,Mon,No,Yes,No,Delis,No,No,No,Lunch,No,Yes,Yes,,No,No,No,Background,Average,No,Street,Above $61 and Pricey,,14,No,Yes,No,Yes,Yes,Free,Theater District,Hell's Kitchen,Midtown West
No,Yes,Full Bar,Intimate,Casual,Mon,No,Yes,No,Fast Food;Sandwiches,No,No,No,Lunch,No,Yes,Yes,,No,No,No,Background,Average,No,Street,Above $61 and Pricey,,0,No,Yes,No,Yes,Yes,Free,Hell's Kitchen,Midtown West,
No,Yes,Full Bar,Intimate,Casual,Mon,No,Yes,No,Grocery;Delis,No,No,No,Lunch,No,Yes,Yes,,No,No,No,Background,Average,No,Street,Above $61 and Pricey,,34,No,Yes,No,Yes,Yes,Free,Hell's Kitchen,Midtown West,
No,Yes,Full Bar,Intimate,Casual,Mon,No,Yes,No,Japanese,No,No,No,Lunch,No,Yes,Yes,,No,No,No,Background,Average,No,Street,Above $61 and Pricey,,339,No,Yes,No,Yes,Yes,Free,Hell's Kitchen,Midtown West,
No,Yes,Beer & Wine Only,Intimate,Casual,Mon,No,Yes,No,Restaurants,No,No,No,Lunch,No,Yes,Yes,,No,No,No,Background,Average,No,Street,Above $61 and Pricey,,0,No,Yes,No,Yes,Yes,Free,Theater District,Hell's Kitchen,Midtown West
No,Yes,Beer & Wine Only,Intimate,Casual,Mon,No,Yes,No,Delis,No,No,No,Lunch,No,Yes,Yes,,No,No,No,Background,Average,No,Street,Above $61 and Pricey,,0,No,Yes,No,Yes,Yes,Free,Theater District,,
No,Yes,Beer & Wine Only,Intimate,Casual,Mon,No,Yes,No,Sandwiches,No,No,No,Lunch,No,Yes,Yes,,No,No,No,Background,Average,No,Street,Above $61 and Pricey,,649,No,Yes,No,Yes,Yes,Free,Theater District,Hell's Kitchen,Midtown West
No,Yes,Beer & Wine Only,Intimate,Casual,Mon,No,Yes,No,Italian,No,No,No,Lunch,No,Yes,Yes,,No,No,No,Background,Average,No,Street,Above $61 and Pricey,,1055,No,Yes,No,Yes,Yes,Free,Theater District,Hell's Kitchen,Midtown West
No,Yes,No,Intimate,Casual,Mon,Yes,No,No,Fast Food;Donuts;Coffee & Tea,No,No,No,Lunch,No,Yes,Yes,,No,No,No,Background,Average,No,Street,Under $10,2,5,No,Yes,No,No,Yes,Free,Hell's Kitchen,Midtown West,
No,Yes,No,Intimate,Casual,Mon,Yes,No,No,Sandwiches;Fast Food,No,No,No,Lunch,No,No,Yes,,No,No,No,Background,Average,No,Street,Under $10,2,5,No,Yes,No,No,Yes,Free,Hell's Kitchen,Midtown West,
No,Yes,No,Intimate,Casual,Mon,Yes,No,No,Delis;Sandwiches,No,No,No,Lunch,No,No,Yes,,No,No,No,Background,Average,No,Street,Under $10,,0,No,Yes,No,No,Yes,Free,Hell's Kitchen,Midtown West,
No,Yes,No,Intimate,Casual,Mon,Yes,No,No,Burgers;Fast Food,No,No,No,Lunch,No,Yes,Yes,,No,No,No,Background,Average,No,Street,Under $10,,0,No,Yes,No,No,Yes,Free,Theater District,Hell's Kitchen,Midtown West
No,Yes,No,Intimate,Casual,Mon,Yes,No,No,American (New),No,No,No,Lunch,No,Yes,Yes,,No,No,No,Background,Average,No,Street,Under $10,,0,No,Yes,No,No,Yes,Free,Hell's Kitchen,Midtown West,
No,Yes,No,Intimate,Casual,Mon,Yes,No,No,Delis,No,No,No,Lunch,No,Yes,Yes,,No,No,No,Background,Average,No,Street,Under $10,,0,No,Yes,No,No,Yes,Free,Hell's Kitchen,,
No,Yes,No,Intimate,Casual,Mon,Yes,No,No,Pizza,No,No,No,Lunch,No,Yes,Yes,,No,No,No,Background,Average,No,Street,Under $10,,0,No,Yes,No,No,Yes,Free,Hell's Kitchen,Midtown West,
No,Yes,No,Intimate,Casual,Mon,Yes,No,No,Delis,No,No,No,Lunch,No,Yes,Yes,,No,No,No,Background,Average,No,Street,Under $10,,0,No,Yes,No,No,Yes,Free,Theater District,Hell's Kitchen,Midtown West
No,Yes,No,Intimate,Casual,Mon,Yes,No,No,Salad;Burgers,No,No,No,Lunch,No,Yes,Yes,,No,No,No,Background,Average,No,Street,Under $10,,0,No,Yes,No,No,Yes,Free,Theater District,Hell's Kitchen,Midtown West
No,Yes,No,Intimate,Casual,Mon,Yes,No,No,Fast Food;Sandwiches,No,No,No,Lunch,No,Yes,Yes,,No,No,No,Background,Average,No,Street,Under $10,,0,No,Yes,No,No,Yes,Free,Theater District,Hell's Kitchen,Midtown West
No,Yes,No,Intimate,Casual,Mon,Yes,No,No,Japanese,No,No,No,Lunch,No,Yes,Yes,,No,No,No,Background,Average,No,Street,Under $10,,1234,No,Yes,No,No,Yes,Free,Theater District,,
No,Yes,No,Intimate,Casual,Mon,Yes,No,No,Delis,No,No,No,Lunch,No,Yes,Yes,,No,No,No,Background,Average,No,Street,Under $10,,0,No,Yes,No,No,Yes,Free,Hell's Kitchen,Midtown West,
No,Yes,No,Intimate,Casual,Mon,Yes,No,No,Restaurants,No,No,No,Lunch,No,Yes,Yes,,No,No,No,Background,Average,No,Street,Under $10,,0,No,Yes,No,No,Yes,Free,Theater District,Hell's Kitchen,Midtown West
No,Yes,No,Intimate,Casual,Mon,Yes,No,No,Restaurants,No,No,No,Lunch,No,Yes,Yes,,No,No,No,Background,Average,No,Street,Under $10,,103,No,Yes,No,No,Yes,Free,Hell's Kitchen,Midtown West,
No,Yes,No,Intimate,Casual,Mon,Yes,No,No,Pizza,No,No,No,Lunch,No,Yes,Yes,,No,No,No,Background,Average,No,Street,Under $10,,0,No,Yes,No,No,Yes,Free,Hell's Kitchen,Midtown West,
No,Yes,No,Intimate,Casual,Mon,Yes,No,No,Italian,No,No,No,Lunch,No,Yes,Yes,,No,No,No,Background,Average,No,Street,Under $10,,0,No,Yes,No,No,Yes,Free,Hell's Kitchen,Midtown West,
No,Yes,No,Intimate,Casual,Mon,Yes,No,No,Pizza,No,No,No,Lunch,No,Yes,Yes,,No,No,No,Background,Average,No,Street,Under $10,,367,No,Yes,No,No,Yes,Free,Hell's Kitchen,Midtown West,
No,Yes,No,Intimate,Casual,Mon,Yes,No,No,Delis;Sandwiches,No,No,No,Lunch,No,Yes,Yes,,No,No,No,Background,Average,No,Street,Under $10,,0,No,Yes,No,No,Yes,Free,Theater District,Hell's Kitchen,Midtown West
No,Yes,No,Intimate,Casual,Mon,Yes,No,No,Restaurants,No,No,No,Lunch,No,Yes,Yes,,No,No,No,Background,Average,No,Street,Under $10,,0,No,Yes,No,No,Yes,Free,Theater District,Hell's Kitchen,Midtown West
No,Yes,No,Intimate,Casual,Mon,Yes,No,No,Turkish,No,No,No,Lunch,No,Yes,Yes,,No,No,No,Background,Average,No,Street,Under $10,,0,No,Yes,No,No,Yes,Free,Theater District,Hell's Kitchen,Midtown West
No,Yes,No,Intimate,Casual,Mon,Yes,No,No,Pizza,No,No,No,Lunch,No,Yes,Yes,,No,No,No,Background,Average,No,Street,Under $10,,0,No,Yes,No,No,Yes,Free,Theater District,,
No,Yes,No,Intimate,Casual,Mon,Yes,No,No,Restaurants,No,No,No,Lunch,No,Yes,Yes,,No,No,No,Background,Average,No,Street,Under $10,,130,No,Yes,No,No,Yes,Free,Theater District,Hell's Kitchen,Midtown West
No,Yes,No,Intimate,Casual,Mon,Yes,No,No,Cafes,No,No,No,Lunch,No,Yes,Yes,,No,No,No,Background,Average,No,Street,Under $10,,0,No,Yes,No,No,Yes,Free,Hell's Kitchen,Midtown West,
No,Yes,No,Intimate,Casual,Mon,Yes,No,No,Thai,No,No,No,Lunch,No,Yes,Yes,,No,No,No,Background,Average,No,Street,Under $10,,18,No,Yes,No,No,Yes,Free,Hell's Kitchen,Midtown West,
No,Yes,No,Intimate,Casual,Mon,Yes,No,No,Mexican;Himalayan/Nepalese,No,No,No,Lunch,No,Yes,Yes,,No,No,No,Background,Average,No,Street,Under $10,,6,No,Yes,No,No,Yes,Free,Theater District,Hell's Kitchen,Midtown West
No,Yes,No,Intimate,Casual,Mon,Yes,No,No,Restaurants,No,No,No,Lunch,No,Yes,Yes,,No,No,No,Background,Average,No,Street,Under $10,,0,No,Yes,No,No,Yes,Free,Hell's Kitchen,Midtown West,
No,Yes,No,Intimate,Casual,Mon,Yes,No,No,Sushi Bars,No,No,No,Lunch,No,Yes,Yes,,No,No,No,Background,Average,No,Street,Under $10,,338,No,Yes,No,No,Yes,Free,Hell's Kitchen,Midtown West,
No,Yes,No,Intimate,Casual,Mon,Yes,No,No,Pizza,No,No,No,Lunch,No,Yes,Yes,,No,No,No,Background,Average,No,Street,Under $10,,1,No,Yes,No,No,Yes,Free,Theater District,Hell's Kitchen,Midtown West
No,Yes,No,Intimate,Casual,Mon,Yes,No,No,Indian,No,No,No,Lunch,No,Yes,Yes,,No,No,No,Background,Average,No,Street,Under $10,,451,No,Yes,No,No,Yes,Free,Theater District,Hell's Kitchen,Midtown West
No,Yes,No,Intimate,Casual,Mon,Yes,No,No,Delis;Sandwiches,No,No,No,Lunch,No,Yes,Yes,,No,No,No,Background,Average,No,Street,Under $10,,59,No,Yes,No,No,Yes,Free,Theater District,Hell's Kitchen,Midtown West
No,Yes,No,Intimate,Casual,Mon,Yes,No,No,Pizza,No,No,No,Lunch,No,Yes,Yes,,No,No,No,Background,Average,No,Street,Under $10,,487,No,Yes,No,No,Yes,Free,Theater District,Hell's Kitchen,Midtown West
No,Yes,No,Intimate,Casual,Mon,Yes,No,No,Thai,No,No,No,Lunch,No,Yes,Yes,,No,No,No,Background,Average,No,Street,Under $10,,128,No,Yes,No,No,Yes,Free,Theater District,,
No,Yes,No,Intimate,Casual,Mon,Yes,No,No,Delis,No,No,No,Lunch,No,Yes,Yes,,No,No,No,Background,Average,No,Street,Under $10,,0,No,Yes,No,No,Yes,Free,Theater District,Hell's Kitchen,Midtown West
No,No,No,Intimate,Casual,Mon,Yes,No,No,Chinese,Yes,No,No,Lunch,No,No,No,,No,No,No,Background,Average,No,Street,Under $10,2.5,8,No,Yes,No,No,Yes,Free,Theater District,,
No,Yes,No,Intimate,Casual,Mon,Yes,No,No,Cafes,Yes,No,No,Lunch,No,No,No,,No,No,No,Background,Average,No,Street,Under $10,,33,No,Yes,No,No,Yes,Free,Theater District,Hell's Kitchen,Midtown West
No,Yes,No,Intimate,Casual,Mon,Yes,No,No,Restaurants,Yes,No,No,Lunch,No,No,No,,No,No,No,Background,Average,No,Street,Under $10,,528,No,Yes,No,No,Yes,Free,Hell's Kitchen,Midtown West,
No,Yes,No,Intimate,Casual,Mon,Yes,No,No,Delis;Grocery,Yes,No,No,Lunch,No,No,No,,No,No,No,Background,Average,No,Street,Under $10,,5,No,Yes,No,No,Yes,Free,Hell's Kitchen,Midtown West,
No,Yes,No,Intimate,Casual,Mon,Yes,No,No,Restaurants,Yes,No,No,Lunch,No,No,No,,No,No,No,Background,Average,No,Street,Under $10,,0,No,Yes,No,No,Yes,Free,Hell's Kitchen,Midtown West,
No,Yes,No,Intimate,Casual,Mon,Yes,No,No,Sushi Bars;Japanese,Yes,No,No,Lunch,No,No,Yes,,No,No,No,Background,Average,No,Street,$11-30 and Inexpensive,2.5,7,No,Yes,No,Yes,Yes,Free,Theater District,Hell's Kitchen,Midtown West
No,Yes,No,Intimate,Casual,Mon,Yes,No,No,Steakhouses,Yes,No,No,Lunch,No,No,Yes,,No,No,No,Background,Average,No,Street,$11-30 and Inexpensive,3,1,No,Yes,No,Yes,Yes,Free,Hell's Kitchen,Midtown West,
No,Yes,No,Intimate,Casual,Mon,Yes,No,No,Mexican,Yes,No,No,Lunch,No,No,Yes,,No,No,No,Background,Average,No,Street,$11-30 and Inexpensive,,294,No,Yes,No,Yes,Yes,Free,Hell's Kitchen,Midtown West,
No,Yes,No,Intimate,Casual,Mon,Yes,No,No,Restaurants,Yes,No,No,Lunch,No,No,Yes,,No,No,No,Background,Average,No,Street,$11-30 and Inexpensive,,287,No,Yes,No,Yes,Yes,Free,Hell's Kitchen,Midtown West,
No,Yes,No,Intimate,Casual,Mon,Yes,No,No,Delis,Yes,No,No,Lunch,No,No,Yes,,No,No,No,Background,Average,No,Street,$11-30 and Inexpensive,,5,No,Yes,No,Yes,Yes,Free,Hell's Kitchen,Midtown West,
No,Yes,No,Intimate,Casual,Mon,Yes,No,No,Chinese,Yes,No,No,Lunch,No,No,Yes,,No,No,No,Background,Average,No,Street,$11-30 and Inexpensive,,37,No,Yes,No,Yes,Yes,Free,Hell's Kitchen,,
No,Yes,No,Intimate,Casual,Mon,Yes,No,No,Fast Food,Yes,No,No,Lunch,No,No,Yes,,No,No,No,Background,Average,No,Street,$11-30 and Inexpensive,,0,No,Yes,No,Yes,Yes,Free,Theater District,Hell's Kitchen,Midtown West
No,Yes,No,Intimate,Casual,Mon,Yes,No,No,Pizza,Yes,No,No,Lunch,No,No,Yes,,No,No,No,Background,Average,No,Street,$11-30 and Inexpensive,,129,No,Yes,No,Yes,Yes,Free,Hell's Kitchen,Midtown West,
No,Yes,No,Intimate,Casual,Mon,Yes,No,No,Restaurants,Yes,No,No,Lunch,No,No,Yes,,No,No,No,Background,Average,No,Street,$11-30 and Inexpensive,,0,No,Yes,No,Yes,Yes,Free,Hell's Kitchen,Midtown West,
No,Yes,No,Intimate,Casual,Mon,Yes,No,No,Mexican,Yes,No,No,Lunch,No,No,Yes,,No,No,Yes,Background,Average,No,Street,$11-30 and Inexpensive,2,5,No,Yes,No,Yes,Yes,Free,Hell's Kitchen,Midtown West,
No,Yes,No,Intimate,Casual,Mon,Yes,No,No,Turkish;Middle Eastern,Yes,No,No,Lunch,No,No,Yes,,No,No,Yes,Background,Average,No,Street,$11-30 and Inexpensive,,236,No,Yes,No,Yes,Yes,Free,Theater District,Hell's Kitchen,Midtown West
No,Yes,No,Intimate,Casual,Mon,Yes,No,No,Restaurants,Yes,No,No,Lunch,No,No,Yes,,No,No,Yes,Background,Average,No,Street,$11-30 and Inexpensive,,221,No,Yes,No,Yes,Yes,Free,Hell's Kitchen,Midtown West,
No,Yes,No,Intimate,Casual,Mon,Yes,No,No,Caribbean,No,No,No,Lunch,No,No,Yes,,No,No,No,Background,Loud,No,Street,Under $10,2.5,26,No,Yes,No,No,No,No,Hell's Kitchen,Midtown West,
No,Yes,No,Intimate,Casual,Mon,Yes,No,No,American (New),No,No,No,Lunch,No,No,Yes,,No,No,No,Background,Loud,No,Street,Under $10,,0,No,Yes,No,No,No,No,Theater District,Hell's Kitchen,Midtown West
No,Yes,No,Intimate,Casual,Mon,Yes,No,No,Pizza,No,No,No,Lunch,No,No,Yes,,No,No,No,Background,Loud,No,Street,Under $10,,4450,No,Yes,No,No,No,No,Hell's Kitchen,Chelsea,Midtown West
